14348;8
14347;18
14346;51
14345;12
14344;13
14343;14
14342;36
14341;24
14340;34
14339;57
14338;14
14337;8
14336;17
14335;18
14334;24
14333;55
14332;23
14331;18
14330;16
14329;79
14328;42
14327;11
14326;66
14325;20
14324;32
14323;16
14322;27
14321;11
14320;14
14319;20
14318;40
14317;40
14316;31
14315;16
14314;11
14313;20
14312;32
14311;28
14310;41
14309;10
14308;35
14307;20
14306;16
14305;19
14304;23
14303;46
14302;72
14301;17
14300;41
14299;85
14298;40
14297;28
14296;15
14295;22
14294;32
14293;14
14292;7
14291;63
14290;10
14289;35
14288;54
14287;19
14286;41
14285;19
14284;16
14283;10
14282;12
14281;17
14280;29
14279;14
14278;34
14277;14
14276;65
14275;14
14274;10
14273;10
14272;25
14271;9
14270;29
14269;35
14268;23
14267;32
14266;24
14265;18
14264;11
14263;20
14262;22
14261;36
14260;26
14259;23
14258;19
14257;20
14256;20
14255;23
14254;15
14253;17
14252;11
14251;22
14250;24
14249;19
14248;38
14247;95
14246;18
14245;34
14244;21
14243;54
14242;52
14241;44
14240;46
14239;56
14238;59
14237;10
14236;73
14235;27
14234;21
14233;19
14232;23
14231;37
14230;19
14229;14
14228;33
14227;28
14226;12
14225;44
14224;58
14223;47
14222;24
14221;25
14220;39
14219;15
14218;31
14217;40
14216;37
14215;78
14214;23
14213;34
14212;28
14211;18
14210;20
14209;25
14208;25
14207;12
14206;21
14205;38
14204;19
14203;15
14202;24
14201;38
14200;18
14199;31
14198;45
14197;41
14196;11
14195;12
14194;16
14193;14
14192;24
14191;74
14190;10
14189;38
14188;8
14187;37
14186;72
14185;21
14184;26
14183;17
14182;40
14181;26
14180;13
14179;39
14178;32
14177;36
14176;8
14175;76
14174;18
14173;47
14172;5
14171;28
14170;18
14169;30
14168;35
14167;28
14166;67
14165;12
14164;21
14163;40
14162;20
14161;20
14160;73
14159;17
14158;24
14157;20
14156;35
14155;16
14154;29
14153;20
14152;33
14151;28
14150;48
14149;42
14148;36
14147;34
14146;24
14145;13
14144;27
14143;24
14142;21
14141;61
14140;7
14139;50
14138;39
14137;17
14136;11
14135;33
14134;6
14133;20
14132;43
14131;15
14130;16
14129;36
14128;10
14127;69
14126;19
14125;29
14124;17
14123;17
14122;16
14121;16
14120;53
14119;35
14118;46
14117;6
14116;16
14115;23
14114;11
14113;62
14112;35
14111;47
14110;31
14109;24
14108;37
14107;31
14106;33
14105;84
14104;42
14103;52
14102;13
14101;66
14100;34
14099;14
14098;32
14097;35
14096;40
14095;35
14094;44
14093;52
14092;90
14091;10
14090;38
14089;19
14088;13
14087;25
14086;19
14085;39
14084;29
14083;26
14082;11
14081;15
14080;49
14079;59
14078;25
14077;43
14076;12
14075;31
14074;32
14073;21
14072;22
14071;37
14070;18
14069;20
14068;70
14067;31
14066;28
14065;19
14064;17
14063;31
14062;29
14061;56
14060;26
14059;47
14058;33
14057;46
14056;29
14055;13
14054;21
14053;40
14052;19
14051;35
14050;24
14049;19
14048;32
14047;40
14046;92
14045;37
14044;47
14043;33
14042;23
14041;37
14040;51
14039;55
14038;35
14037;26
14036;29
14035;28
14034;21
14033;34
14032;27
14031;126
14030;47
14029;34
14028;35
14027;19
14026;22
14025;34
14024;63
14023;66
14022;13
14021;66
14020;37
14019;42
14018;43
14017;40
14016;33
14015;97
14014;63
14013;22
14012;24
14011;54
14010;14
14009;74
14008;26
14007;150
14006;97
14005;67
14004;25
14003;18
14002;8
14001;35
14000;19
13999;38
13998;19
13997;86
13996;27
13995;57
13994;43
13993;86
13992;35
13991;35
13990;25
13989;21
13988;47
13987;44
13986;27
13985;31
13984;20
13983;28
13982;34
13981;15
13980;37
13979;14
13978;35
13977;31
13976;73
13975;51
13974;56
13973;67
13972;51
13971;35
13970;74
13969;37
13968;21
13967;44
13966;37
13965;37
13964;26
13963;19
13962;24
13961;114
13960;48
13959;33
13958;24
13957;39
13956;38
13955;68
13954;39
13953;58
13952;35
13951;46
13950;12
13949;73
13948;72
13947;40
13946;31
13945;57
13944;7
13943;34
13942;22
13941;74
13940;43
13939;51
13938;19
13937;17
13936;25
13935;37
13934;69
13933;62
13932;17
13931;30
13930;39
13929;27
13928;23
13927;8
13926;66
13925;14
13924;45
13923;43
13922;50
13921;22
13920;10
13919;58
13918;51
13917;9
13916;32
13915;28
13914;49
13913;37
13912;84
13911;43
13910;46
13909;19
13908;29
13907;31
13906;47
13905;44
13904;70
13903;54
13902;10
13901;29
13900;32
13899;95
13898;125
13897;69
13896;22
13895;52
13894;38
13893;100
13892;98
13891;39
13890;31
13889;72
13888;45
13887;44
13886;64
13885;99
13884;17
13883;91
13882;52
13881;31
13880;59
13879;91
13878;70
13877;65
13876;48
13875;52
13874;76
13873;42
13872;56
13871;50
13870;82
13869;71
13868;69
13867;50
13866;57
13865;40
13864;9
13863;40
13862;47
13861;35
13860;24
13859;99
13858;46
13857;46
13856;22
13855;68
13854;58
13853;44
13852;75
13851;73
13850;69
13849;29
13848;75
13847;4
13846;26
13845;41
13844;13
13843;42
13842;20
13841;32
13840;18
13839;10
13838;14
13837;47
13836;53
13835;35
13834;102
13833;61
13832;13
13831;31
13830;22
13829;60
13828;39
13827;48
13826;11
13825;54
13824;52
13823;56
13822;63
13821;25
13820;48
13819;84
13818;72
13817;52
13816;12
13815;45
13814;25
13813;22
13812;42
13811;40
13810;69
13809;58
13808;34
13807;34
13806;24
13805;50
13804;40
13803;34
13802;57
13801;97
13800;57
13799;29
13798;54
13797;95
13796;59
13795;32
13794;36
13793;26
13792;51
13791;53
13790;55
13789;54
13788;47
13787;67
13786;25
13785;53
13784;19
13783;47
13782;53
13781;52
13780;64
13779;35
13778;47
13777;76
13776;46
13775;69
13774;41
13773;23
13772;56
13771;167
13770;32
13769;55
13768;20
13767;32
13766;17
13765;66
13764;89
13763;54
13762;9
13761;89
13760;61
13759;51
13758;17
13757;87
13756;117
13755;63
13754;70
13753;25
13752;20
13751;52
13750;52
13749;75
13748;90
13747;61
13746;16
13745;36
13744;50
13743;23
13742;40
13741;92
13740;74
13739;31
13738;17
13737;68
13736;52
13735;32
13734;43
13733;70
13732;58
13731;77
13730;38
13729;47
13728;64
13727;52
13726;165
13725;28
13724;25
13723;7
13722;52
13721;59
13720;104
13719;48
13718;10
13717;86
13716;52
13715;29
13714;32
13713;147
13712;78
13711;35
13710;34
13709;80
13708;43
13707;61
13706;48
13705;7
13704;84
13703;74
13702;17
13701;48
13700;16
13699;66
13698;63
13697;42
13696;30
13695;24
13694;35
13693;48
13692;43
13691;57
13690;24
13689;51
13688;25
13687;67
13686;50
13685;42
13684;99
13683;101
13682;22
13681;111
13680;43
13679;22
13678;35
13677;55
13676;82
13675;104
13674;73
13673;122
13672;77
13671;161
13670;110
13669;135
13668;85
13667;51
13666;37
13665;41
13664;42
13663;28
13662;49
13661;42
13660;70
13659;43
13658;81
13657;48
13656;26
13655;69
13654;18
13653;71
13652;67
13651;74
13650;56
13649;64
13648;21
13647;32
13646;59
13645;109
13644;54
13643;72
13642;37
13641;54
13640;32
13639;36
13638;91
13637;41
13636;55
13635;64
13634;53
13633;21
13632;30
13631;26
13630;45
13629;29
13628;106
13627;56
13626;78
13625;15
13624;48
13623;56
13622;53
13621;68
13620;43
13619;54
13618;90
13617;39
13616;19
13615;34
13614;57
13613;53
13612;69
13611;58
13610;29
13609;81
13608;74
13607;75
13606;26
13605;32
13604;32
13603;34
13602;52
13601;90
13600;138
13599;53
13598;78
13597;39
13596;39
13595;66
13594;56
13593;89
13592;44
13591;66
13590;42
13589;29
13588;59
13587;99
13586;47
13585;39
13584;47
13583;36
13582;50
13581;47
13580;110
13579;15
13578;25
13577;17
13576;72
13575;115
13574;8
13573;45
13572;37
13571;24
13570;45
13569;103
13568;60
13567;34
13566;87
13565;75
13564;60
13563;37
13562;54
13561;38
13560;50
13559;24
13558;28
13557;48
13556;49
13555;57
13554;47
13553;26
13552;21
13551;40
13550;46
13549;46
13548;71
13547;46
13546;50
13545;26
13544;27
13543;44
13542;33
13541;32
13540;84
13539;65
13538;47
13537;61
13536;21
13535;40
13534;50
13533;64
13532;67
13531;51
13530;83
13529;22
13528;33
13527;24
13526;68
13525;22
13524;21
13523;59
13522;16
13521;12
13520;55
13519;16
13518;20
13517;35
13516;60
13515;39
13514;56
13513;40
13512;32
13511;36
13510;36
13509;39
13508;37
13507;89
13506;41
13505;109
13504;58
13503;83
13502;32
13501;32
13500;50
13499;88
13498;64
13497;71
13496;17
13495;36
13494;29
13493;14
13492;21
13491;13
13490;96
13489;29
13488;71
13487;26
13486;83
13485;43
13484;66
13483;32
13482;73
13481;49
13480;26
13479;45
13478;18
13477;36
13476;18
13475;35
13474;31
13473;42
13472;67
13471;48
13470;38
13469;45
13468;14
13467;55
13466;34
13465;150
13464;18
13463;24
13462;27
13461;27
13460;75
13459;42
13458;60
13457;43
13456;27
13455;39
13454;23
13453;21
13452;18
13451;15
13450;81
13449;33
13448;49
13447;23
13446;38
13445;16
13444;46
13443;40
13442;51
13441;124
13440;56
13439;32
13438;75
13437;36
13436;32
13435;24
13434;91
13433;85
13432;14
13431;28
13430;37
13429;38
13428;68
13427;113
13426;89
13425;71
13424;36
13423;82
13422;107
13421;85
13420;78
13419;45
13418;9
13417;102
13416;76
13415;19
13414;60
13413;73
13412;74
13411;61
13410;36
13409;77
13408;63
13407;122
13406;46
13405;120
13404;35
13403;18
13402;56
13401;49
13400;70
13399;109
13398;25
13397;72
13396;61
13395;41
13394;58
13393;59
13392;46
13391;104
13390;140
13389;95
13388;52
13387;67
13386;24
13385;123
13384;81
13383;68
13382;33
13381;44
13380;84
13379;53
13378;122
13377;125
13376;73
13375;35
13374;143
13373;80
13372;30
13371;40
13370;83
13369;133
13368;92
13367;71
13366;61
13365;96
13364;116
13363;47
13362;32
13361;52
13360;85
13359;23
13358;27
13357;29
13356;106
13355;69
13354;94
13353;104
13352;55
13351;103
13350;48
13349;68
13348;98
13347;129
13346;31
13345;139
13344;35
13343;53
13342;78
13341;92
13340;37
13339;50
13338;48
13337;96
13336;44
13335;54
13334;96
13333;93
13332;88
13331;39
13330;55
13329;47
13328;66
13327;98
13326;56
13325;47
13324;49
13323;27
13322;35
13321;64
13320;44
13319;98
13318;74
13317;22
13316;55
13315;62
13314;31
13313;12
13312;71
13311;34
13310;41
13309;64
13308;51
13307;62
13306;61
13305;45
13304;133
13303;96
13302;14
13301;37
13300;101
13299;53
13298;120
13297;80
13296;57
13295;9
13294;21
13293;27
13292;34
13291;57
13290;38
13289;133
13288;75
13287;40
13286;21
13285;28
13284;33
13283;58
13282;53
13281;59
13280;122
13279;105
13278;100
13277;62
13276;37
13275;53
13274;62
13273;22
13272;90
13271;79
13270;96
13269;36
13268;69
13267;16
13266;81
13265;53
13264;60
13263;145
13262;108
13261;25
13260;42
13259;62
13258;59
13257;49
13256;13
13255;64
13254;49
13253;115
13252;102
13251;32
13250;44
13249;55
13248;54
13247;46
13246;49
13245;17
13244;104
13243;75
13242;63
13241;78
13240;92
13239;91
13238;110
13237;43
13236;71
13235;47
13234;64
13233;55
13232;57
13231;39
13230;44
13229;32
13228;24
13227;74
13226;128
13225;82
13224;59
13223;75
13222;39
13221;24
13220;44
13219;93
13218;67
13217;48
13216;31
13215;29
13214;48
13213;48
13212;28
13211;40
13210;90
13209;121
13208;27
13207;7
13206;56
13205;38
13204;39
13203;70
13202;28
13201;85
13200;78
13199;47
13198;45
13197;41
13196;23
13195;66
13194;49
13193;38
13192;21
13191;51
13190;61
13189;65
13188;94
13187;86
13186;76
13185;24
13184;42
13183;116
13182;62
13181;109
13180;47
13179;99
13178;51
13177;49
13176;67
13175;31
13174;54
13173;48
13172;55
13171;104
13170;111
13169;118
13168;69
13167;43
13166;48
13165;11
13164;58
13163;31
13162;42
13161;69
13160;71
13159;80
13158;125
13157;209
13156;72
13155;99
13154;42
13153;17
13152;38
13151;55
13150;36
13149;72
13148;30
13147;74
13146;40
13145;34
13144;53
13143;33
13142;45
13141;28
13140;56
13139;13
13138;94
13137;43
13136;57
13135;65
13134;19
13133;31
13132;58
13131;16
13130;20
13129;25
13128;51
13127;40
13126;56
13125;27
13124;13
13123;30
13122;20
13121;55
13120;47
13119;11
13118;33
13117;116
13116;18
13115;54
13114;35
13113;24
13112;9
13111;19
13110;21
13109;30
13108;14
13107;20
13106;24
13105;15
13104;68
13103;55
13102;58
13101;47
13100;25
13099;21
13098;23
13097;40
13096;13
13095;37
13094;30
13093;100
13092;52
13091;49
13090;28
13089;18
13088;20
13087;43
13086;25
13085;38
13084;73
13083;34
13082;48
13081;70
13080;19
13079;38
13078;24
13077;44
13076;23
13075;29
13074;22
13073;48
13072;23
13071;103
13070;67
13069;21
13068;23
13067;29
13066;36
13065;38
13064;44
13063;33
13062;42
13061;54
13060;41
13059;38
13058;9
13057;22
13056;20
13055;33
13054;54
13053;37
13052;31
13051;25
13050;36
13049;37
13048;33
13047;15
13046;29
13045;35
13044;42
13043;41
13042;39
13041;20
13040;22
13039;42
13038;28
13037;25
13036;54
13035;17
13034;81
13033;42
13032;47
13031;20
13030;10
13029;49
13028;33
13027;37
13026;27
13025;77
13024;22
13023;45
13022;68
13021;24
13020;40
13019;58
13018;62
13017;59
13016;32
13015;58
13014;20
13013;37
13012;84
13011;60
13010;9
13009;58
13008;69
13007;25
13006;73
13005;38
13004;36
13003;50
13002;5
13001;43
13000;16
12999;33
12998;41
12997;25
12996;77
12995;38
12994;31
12993;13
12992;97
12991;54
12990;34
12989;26
12988;17
12987;74
12986;24
12985;13
12984;16
12983;34
12982;47
12981;40
12980;54
12979;40
12978;23
12977;45
12976;28
12975;20
12974;19
12973;29
12972;72
12971;42
12970;58
12969;74
12968;25
12967;28
12966;17
12965;27
12964;49
12963;34
12962;40
12961;30
12960;59
12959;76
12958;31
12957;47
12956;14
12955;34
12954;19
12953;34
12952;39
12951;32
12950;47
12949;20
12948;121
12947;43
12946;36
12945;27
12944;86
12943;59
12942;34
12941;18
12940;48
12939;48
12938;45
12937;15
12936;56
12935;21
12934;28
12933;86
12932;46
12931;39
12930;12
12929;30
12928;19
12927;43
12926;13
12925;18
12924;31
12923;81
12922;15
12921;44
12920;42
12919;22
12918;36
12917;12
12916;55
12915;22
12914;35
12913;58
12912;12
12911;15
12910;59
12909;78
12908;31
12907;62
12906;28
12905;17
12904;60
12903;43
12902;35
12901;32
12900;53
12899;34
12898;44
12897;43
12896;17
12895;36
12894;30
12893;31
12892;41
12891;23
12890;25
12889;49
12888;51
12887;38
12886;43
12885;55
12884;25
12883;41
12882;22
12881;16
12880;43
12879;47
12878;28
12877;57
12876;22
12875;34
12874;55
12873;31
12872;36
12871;25
12870;38
12869;43
12868;55
12867;61
12866;61
12865;45
12864;18
12863;61
12862;49
12861;36
12860;30
12859;87
12858;17
12857;69
12856;53
12855;41
12854;41
12853;13
12852;34
12851;43
12850;47
12849;22
12848;64
12847;34
12846;34
12845;56
12844;21
12843;28
12842;38
12841;14
12840;34
12839;14
12838;49
12837;24
12836;13
12835;27
12834;53
12833;71
12832;61
12831;38
12830;23
12829;49
12828;18
12827;9
12826;32
12825;45
12824;20
12823;26
12822;45
12821;40
12820;33
12819;44
12818;61
12817;39
12816;68
12815;39
12814;51
12813;16
12812;49
12811;28
12810;32
12809;57
12808;32
12807;13
12806;17
12805;16
12804;32
12803;20
12802;39
12801;34
12800;23
12799;44
12798;34
12797;22
12796;62
12795;11
12794;43
12793;37
12792;33
12791;41
12790;19
12789;66
12788;58
12787;39
12786;22
12785;20
12784;35
12783;22
12782;30
12781;10
12780;30
12779;47
12778;71
12777;59
12776;69
12775;17
12774;19
12773;56
12772;28
12771;24
12770;14
12769;31
12768;27
12767;10
12766;89
12765;42
12764;55
12763;53
12762;17
12761;49
12760;13
12759;20
12758;62
12757;60
12756;124
12755;43
12754;133
12753;43
12752;24
12751;45
12750;33
12749;27
12748;68
12747;40
12746;38
12745;42
12744;96
12743;72
12742;13
12741;31
12740;48
12739;26
12738;52
12737;48
12736;33
12735;13
12734;39
12733;100
12732;66
12731;96
12730;48
12729;18
12728;49
12727;12
12726;9
12725;18
12724;61
12723;14
12722;93
12721;17
12720;26
12719;50
12718;27
12717;55
12716;24
12715;34
12714;79
12713;57
12712;40
12711;70
12710;32
12709;6
12708;46
12707;25
12706;59
12705;67
12704;101
12703;21
12702;17
12701;41
12700;28
12699;49
12698;95
12697;146
12696;47
12695;56
12694;53
12693;21
12692;43
12691;27
12690;11
12689;32
12688;11
12687;43
12686;14
12685;47
12684;22
12683;18
12682;35
12681;35
12680;75
12679;86
12678;75
12677;27
12676;55
12675;40
12674;38
12673;14
12672;17
12671;66
12670;21
12669;74
12668;51
12667;25
12666;61
12665;37
12664;35
12663;96
12662;42
12661;57
12660;26
12659;13
12658;54
12657;14
12656;39
12655;56
12654;79
12653;100
12652;156
12651;18
12650;65
12649;66
12648;34
12647;66
12646;69
12645;45
12644;32
12643;28
12642;58
12641;45
12640;45
12639;128
12638;59
12637;89
12636;69
12635;44
12634;35
12633;24
12632;27
12631;27
12630;32
12629;24
12628;59
12627;64
12626;41
12625;66
12624;79
12623;113
12622;38
12621;97
12620;113
12619;43
12618;18
12617;43
12616;13
12615;57
12614;49
12613;11
12612;19
12611;25
12610;11
12609;50
12608;68
12607;132
12606;82
12605;114
12604;101
12603;49
12602;61
12601;54
12600;38
12599;38
12598;22
12597;21
12596;15
12595;38
12594;70
12593;96
12592;101
12591;129
12590;9
12589;9
12588;16
12587;25
12586;25
12585;28
12584;44
12583;46
12582;22
12581;13
12580;111
12579;38
12578;48
12577;37
12576;26
12575;22
12574;9
12573;13
12572;42
12571;43
12570;56
12569;30
12568;27
12567;27
12566;40
12565;69
12564;36
12563;41
12562;80
12561;28
12560;28
12559;24
12558;17
12557;91
12556;65
12555;24
12554;27
12553;37
12552;24
12551;58
12550;31
12549;18
12548;12
12547;40
12546;17
12545;40
12544;42
12543;92
12542;80
12541;34
12540;35
12539;15
12538;23
12537;27
12536;101
12535;27
12534;8
12533;21
12532;10
12531;34
12530;84
12529;11
12528;41
12527;27
12526;21
12525;5
12524;42
12523;34
12522;21
12521;59
12520;22
12519;21
12518;40
12517;26
12516;35
12515;99
12514;63
12513;52
12512;20
12511;15
12510;24
12509;31
12508;3
12507;25
12506;34
12505;29
12504;42
12503;20
12502;31
12501;42
12500;50
12499;35
12498;23
12497;15
12496;17
12495;34
12494;9
12493;30
12492;14
12491;22
12490;14
12489;56
12488;22
12487;38
12486;26
12485;75
12484;37
12483;28
12482;20
12481;53
12480;54
12479;19
12478;29
12477;36
12476;43
12475;29
12474;34
12473;8
12472;30
12471;20
12470;15
12469;20
12468;48
12467;51
12466;15
12465;12
12464;44
12463;86
12462;26
12461;44
12460;81
12459;18
12458;36
12457;27
12456;23
12455;48
12454;69
12453;32
12452;6
12451;19
12450;44
12449;26
12448;58
12447;29
12446;43
12445;20
12444;17
12443;27
12442;23
12441;47
12440;20
12439;43
12438;29
12437;68
12436;67
12435;27
12434;17
12433;44
12432;39
12431;64
12430;29
12429;34
12428;65
12427;15
12426;67
12425;45
12424;44
12423;31
12422;101
12421;23
12420;12
12419;20
12418;29
12417;25
12416;17
12415;42
12414;63
12413;39
12412;44
12411;32
12410;15
12409;28
12408;27
12407;42
12406;21
12405;45
12404;30
12403;20
12402;52
12401;20
12400;37
12399;33
12398;40
12397;49
12396;16
12395;87
12394;7
12393;11
12392;26
12391;12
12390;32
12389;55
12388;43
12387;58
12386;30
12385;17
12384;27
12383;5
12382;48
12381;23
12380;22
12379;33
12378;33
12377;7
12376;54
12375;14
12374;38
12373;25
12372;55
12371;32
12370;23
12369;9
12368;25
12367;64
12366;27
12365;20
12364;18
12363;21
12362;52
12361;59
12360;11
12359;9
12358;38
12357;18
12356;32
12355;48
12354;15
12353;24
12352;21
12351;16
12350;43
12349;40
12348;28
12347;10
12346;50
12345;19
12344;51
12343;30
12342;34
12341;11
12340;17
12339;33
12338;38
12337;50
12336;52
12335;43
12334;24
12333;46
12332;24
12331;22
12330;37
12329;22
12328;52
12327;46
12326;12
12325;45
12324;62
12323;17
12322;33
12321;13
12320;21
12319;16
12318;11
12317;15
12316;21
12315;24
12314;29
12313;16
12312;21
12311;21
12310;23
12309;44
12308;19
12307;25
12306;29
12305;32
12304;46
12303;49
12302;12
12301;17
12300;30
12299;41
12298;26
12297;6
12296;10
12295;42
12294;28
12293;24
12292;9
12291;16
12290;8
12289;11
12288;37
12287;8
12286;10
12285;22
12284;21
12283;14
12282;29
12281;13
12280;12
12279;20
12278;29
12277;28
12276;29
12275;65
12274;16
12273;27
12272;27
12271;15
12270;30
12269;31
12268;19
12267;73
12266;38
12265;18
12264;27
12263;30
12262;23
12261;49
12260;13
12259;19
12258;16
12257;31
12256;9
12255;64
12254;27
12253;10
12252;16
12251;22
12250;38
12249;10
12248;23
12247;17
12246;29
12245;48
12244;18
12243;28
12242;58
12241;12
12240;13
12239;20
12238;19
12237;13
12236;51
12235;21
12234;32
12233;35
12232;7
12231;24
12230;33
12229;40
12228;18
12227;9
12226;49
12225;27
12224;9
12223;38
12222;97
12221;22
12220;18
12219;48
12218;54
12217;18
12216;13
12215;34
12214;24
12213;8
12212;45
12211;18
12210;57
12209;25
12208;78
12207;39
12206;14
12205;43
12204;40
12203;20
12202;11
12201;25
12200;47
12199;26
12198;40
12197;34
12196;62
12195;31
12194;21
12193;13
12192;44
12191;43
12190;16
12189;23
12188;77
12187;17
12186;16
12185;58
12184;24
12183;32
12182;42
12181;12
12180;14
12179;78
12178;27
12177;38
12176;11
12175;43
12174;73
12173;51
12172;34
12171;20
12170;19
12169;101
12168;7
12167;19
12166;36
12165;19
12164;19
12163;19
12162;47
12161;18
12160;51
12159;14
12158;37
12157;15
12156;33
12155;45
12154;38
12153;144
12152;23
12151;69
12150;31
12149;13
12148;49
12147;55
12146;13
12145;25
12144;54
12143;47
12142;21
12141;14
12140;32
12139;38
12138;39
12137;38
12136;9
12135;9
12134;38
12133;22
12132;21
12131;17
12130;19
12129;25
12128;41
12127;41
12126;18
12125;57
12124;31
12123;29
12122;36
12121;40
12120;41
12119;27
12118;29
12117;29
12116;42
12115;23
12114;30
12113;44
12112;17
12111;37
12110;31
12109;19
12108;41
12107;11
12106;29
12105;45
12104;28
12103;20
12102;34
12101;30
12100;18
12099;17
12098;41
12097;31
12096;41
12095;38
12094;21
12093;22
12092;29
12091;48
12090;35
12089;18
12088;51
12087;22
12086;8
12085;7
12084;31
12083;41
12082;28
12081;27
12080;48
12079;37
12078;21
12077;7
12076;26
12075;30
12074;23
12073;23
12072;34
12071;7
12070;9
12069;18
12068;18
12067;28
